movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
34,1724,tt0800080,The Incredible Hulk,The Incredible Hulk,20080612,en,114.0,Released,150000000.0,Science Fiction,Action,,80,10.5753,6.231,12501.0,"Marvel Studios, Valhalla Motion Pictures, Marvel Entertainment",1.2092,2.57992,3.9643,20080612,2008-06-12,12,6,June,2008,23,Thursday,PG-13,,55414050.0,bom,https://www.boxofficemojo.com/title/tt0800080/,"Marvel Entertainment, Marvel Studios, Valhalla Motion Pictures",1,3,16540720.0,1,33,51086.0
35,1691,tt0498353,Hostel: Part II,Hostel: Part II,20070607,en,93.0,Released,10200000.0,Horror,,Hostel Collection,83,2.7597,5.85,2170.0,"Next Entertainment, Screen Gems, Lionsgate, Raw Nerve, International Production Company",1.7852,1.8999000000000001,4.3317,20070607,2007-06-07,7,6,June,2007,22,Thursday,R,,8203391.0,bom,https://www.boxofficemojo.com/title/tt0498353/,"International Production Company, Lionsgate, Next Entertainment, Raw Nerve, Screen Gems",1,4,19556099.0,1,12,12762.0
36,1726,tt0371746,Iron Man,Iron Man,20080430,en,126.0,Released,140000000.0,Action,Science Fiction,Iron Man Collection,80,19.287,7.655,27782.0,"Marvel Studios, Marvel Entertainment, Fairview Entertainment",2.8478,4.13522,7.848,20080430,2008-04-30,30,4,April,2008,17,Wednesday,PG-13,,98618668.0,bom,https://www.boxofficemojo.com/title/tt0371746/,"Fairview Entertainment, Marvel Entertainment, Marvel Studios",1,3,13427872.0,1,79,1836256.0
37,1729,tt0865556,The Forbidden Kingdom,The Forbidden Kingdom,20080417,en,104.0,Released,55000000.0,Action,Adventure,,80,4.3998,6.623,1865.0,"Casey Silver Productions, China Film Co-Production 中国电影合作制片 (CFCC), Relativity Media, Lionsgate, The Weinstein Company, Arclight Films, Huayi Brothers Pictures 浙江华谊兄弟影业, J&J Project, Salon Films",0.699,7.75558,23.1732,20080417,2008-04-17,17,4,April,2008,15,Thursday,PG-13,,21401121.0,bom,https://www.boxofficemojo.com/title/tt0865556/,"Arclight Films, Casey Silver Productions, China Film Co-Production 中国电影合作制片 (CFCC), Huayi Brothers Pictures 浙江华谊兄弟影业, J&J Project, Lionsgate, Relativity Media, Salon Films, The Weinstein Company",1,7,24278410.0,1,133,50237000.0
38,1735,tt0859163,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,20080701,en,112.0,Released,145000000.0,Adventure,Action,The Mummy Collection,80,7.4,5.513,4727.0,"Universal Pictures, Relativity Media, The Sommers Company, Alphaville Films, Beijing Happy Pictures, Shanghai Film Group, Internationale Filmproduktion Blackbird Erste",0.7266,2.4701000000000004,5.2581,20080701,2008-07-01,1,7,July,2008,26,Tuesday,PG-13,,40457770.0,bom,https://www.boxofficemojo.com/title/tt0859163/,"Alphaville Films, Beijing Happy Pictures, Internationale Filmproduktion Blackbird Erste, Relativity Media, Shanghai Film Group, The Sommers Company, Universal Pictures",1,11,13251545.0,1,38,19487.0
39,1782,tt0940580,Afterwards,Afterwards,20081001,en,107.0,Released,15400000.0,Drama,Mystery,,83,3.671,5.488,142.0,Christal Films,0.1734,1.5474599999999998,3.2001,20081001,2008-10-01,1,10,October,2008,39,Wednesday,R,,,,,Christal Films,1,3,,1,74,12615.0
40,1771,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,20110722,en,124.0,Released,140000000.0,Action,Adventure,Captain America Collection,80,6.9328,7.004,22478.0,"Marvel Studios, Marvel Entertainment",1.3979,4.26772,7.2598,20110722,2011-07-22,22,7,July,2011,29,Friday,PG-13,,65058524.0,bom,https://www.boxofficemojo.com/title/tt0458339/,"Marvel Entertainment, Marvel Studios",1,9,31479235.0,1,20,10609795.0
41,1845,tt0841044,2 Days in Paris,2 Days in Paris,20070209,en,96.0,Released,0.0,Comedy,Romance,2 Days In... Collection,83,0.8319,6.246,414.0,"3L Filmproduktion, Polaris Film Productions, Tempête Sous Un Crâne Productions, Rezo Productions",1.5203,1.6450200000000001,3.3097,20070209,2007-02-09,9,2,February,2007,5,Friday,R,,173641.0,bom,https://www.boxofficemojo.com/title/tt0841044/,"3L Filmproduktion, Polaris Film Productions, Rezo Productions, Tempête Sous Un Crâne Productions",1,1,,1,51,19487.0
42,1738,tt0435705,Next,Next,20070425,en,96.0,Released,70000000.0,Action,Science Fiction,,80,3.9738,6.122,3191.0,"Virtual Studios, Revolution Studios, Saturn Films, Broken Road Productions, Initial Entertainment Group",0.4162,4.85244,8.8107,20070425,2007-04-25,25,4,April,2007,16,Wednesday,PG-13,,7133049.0,bom,https://www.boxofficemojo.com/title/tt0435705/,"Broken Road Productions, Initial Entertainment Group, Revolution Studios, Saturn Films, Virtual Studios",1,7,12712272.0,1,65,11596613.0
43,1858,tt0418279,Transformers,Transformers,20070627,en,144.0,Released,150000000.0,Adventure,Science Fiction,Transformers Collection,80,2.9975,6.822,12005.0,"DreamWorks Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Paramount Pictures",2.0899,4.63232,12.5298,20070627,2007-06-27,27,6,June,2007,25,Wednesday,PG-13,,70502384.0,bom,https://www.boxofficemojo.com/title/tt0418279/,"DeSanto/Murphy Productions, DreamWorks Pictures, Paramount Pictures, di Bonaventura Pictures",1,8,12409070.0,1,17,17640249.0
44,1872,tt0389328,Rise: Blood Hunter,Rise: Blood Hunter,20070428,en,97.0,Released,0.0,Action,Adventure,,83,1.154,5.356,292.0,"Ghost House Pictures, Destination Films, Mandate Pictures, Kingsgate Films, Samuel Goldwyn Films, Mandate International",0.2635,2.8328,4.0391,20070428,2007-04-28,28,4,April,2007,16,Saturday,R,,59371.0,bom,https://www.boxofficemojo.com/title/tt0389328/,"Destination Films, Ghost House Pictures, Kingsgate Films, Mandate International, Mandate Pictures, Samuel Goldwyn Films",1,2,,1,31,22465.0
45,1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,20110515,en,136.0,Released,379000000.0,Adventure,Action,Pirates of the Caribbean Collection,80,15.7146,6.565,14769.0,"Walt Disney Pictures, Jerry Bruckheimer Films, Moving Picture Company",0.9338,4.83544,11.7829,20110515,2011-05-15,15,5,May,2011,20,Sunday,PG-13,,90151958.0,bom,https://www.boxofficemojo.com/title/tt1298650/,"Jerry Bruckheimer Films, Moving Picture Company, Walt Disney Pictures",1,5,257232.0,1,81,38079323.0
46,1874,tt0438859,Goodbye Bafana,Goodbye Bafana,20070211,en,115.0,Released,30000000.0,History,Drama,,83,1.1424,6.853,156.0,"Film Afrika, X Filme Creative Pool",0.5665,1.84452,2.8706,20070211,2007-02-11,11,2,February,2007,6,Sunday,R,,1055472.0,bom,https://www.boxofficemojo.com/title/tt0438859/,"Film Afrika, X Filme Creative Pool",1,15,27983.0,1,18,226108.0
47,1912,tt0810868,Reclaim Your Brain,Free Rainer - Dein Fernseher lügt,20070911,de,129.0,Released,2500000.0,Comedy,Drama,,8,0.6455,6.7,90.0,"Coop99 Filmproduktion, Kahuuna Films, ORF, ARD",0.2626,0.58614,1.1805,20070911,2007-09-11,11,9,September,2007,36,Tuesday,12,,,,,"ARD, Coop99 Filmproduktion, Kahuuna Films, ORF",1,2,10075.0,1,34,250547.0
48,1919,tt0491747,Away from Her,Away from Her,20070504,en,110.0,Released,3000000.0,Drama,Romance,,80,0.5865,7.0,235.0,"Foundry Films, Capri Releasing, HanWay Films, Echo Lake Entertainment, Corus Entertainment, Pulling Focus Pictures, The Film Farm",1.2881,0.8939200000000002,1.5255,20070504,2007-05-04,4,5,May,2007,17,Friday,PG-13,,114628.0,bom,https://www.boxofficemojo.com/title/tt0491747/,"Capri Releasing, Corus Entertainment, Echo Lake Entertainment, Foundry Films, HanWay Films, Pulling Focus Pictures, The Film Farm",1,3,,1,46,140881.0
49,1922,tt0762110,Irina Palm,Irina Palm,20070213,en,103.0,Released,4500000.0,Drama,,,8,2.3315,6.907,172.0,"Pallas Film, Samsa Film, Ipso Facto Productions, RTBF, Entre Chien et Loup, Liaison Cinématographique, Ateliers de Baere, Future Films, Canal+, Centre du Cinéma et de l'Audiovisuel de la FWB, Eurimages, Filmförderungsanstalt (FFA), Film Fund Luxembourg, Région Wallone, The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique, Wallimage, i2i Media Programme",2.8321,0.56236,0.9194,20070213,2007-02-13,13,2,February,2007,6,Tuesday,12,,3474.0,bom,https://www.boxofficemojo.com/title/tt0762110/,"Ateliers de Baere, Canal+, Centre du Cinéma et de l'Audiovisuel de la FWB, Entre Chien et Loup, Eurimages, Film Fund Luxembourg, Filmförderungsanstalt (FFA), Future Films, Ipso Facto Productions, Liaison Cinématographique, Pallas Film, RTBF, Région Wallone, Samsa Film, The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique, Wallimage, i2i Media Programme",1,2,1008622.0,1,51,39242.0
50,1949,tt0443706,Zodiac,Zodiac,20070302,en,157.0,Released,65000000.0,Crime,Mystery,,83,8.8947,7.527,11351.0,"Paramount Pictures, Warner Bros. Pictures, Phoenix Pictures",2.7996,5.519019999999999,8.7834,20070302,2007-03-02,2,3,March,2007,8,Friday,R,,13395610.0,bom,https://www.boxofficemojo.com/title/tt0443706/,"Paramount Pictures, Phoenix Pictures, Warner Bros. Pictures",1,8,30056751.0,1,19,27726210.0
51,1930,tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,20120623,en,136.0,Released,215000000.0,Action,Adventure,The Amazing Spider-Man Collection,80,14.3706,6.7,18266.0,"Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions",0.7715,4.236839999999999,9.5326,20120623,2012-06-23,23,6,June,2012,25,Saturday,PG-13,,62004688.0,bom,https://www.boxofficemojo.com/title/tt0948470/,"Arad Productions, Columbia Pictures, Laura Ziskin Productions, Marvel Entertainment, Matt Tolmach Productions",1,3,834501.0,1,14,22445653.0
52,1931,tt0775539,Stomp the Yard,Stomp the Yard,20070516,en,114.0,Released,13000000.0,Drama,Music,Stomp the Yard Collection,80,2.3799,7.073,501.0,"Screen Gems, Rainforest Entertainment",0.3726,1.03312,2.3161,20070516,2007-05-16,16,5,May,2007,19,Wednesday,PG-13,,21833312.0,bom,https://www.boxofficemojo.com/title/tt0775539/,"Rainforest Entertainment, Screen Gems",1,2,,1,3,10023835.0
53,1950,tt0338216,Lucky You,Lucky You,20070501,en,124.0,Released,55000000.0,Drama,Romance,,80,0.9528,5.662,281.0,"Lonely Film Productions, Village Roadshow Pictures, Deuce Three Productions, Di Novi Pictures, Warner Bros. Pictures",1.571,5.49414,12.768,20070501,2007-05-01,1,5,May,2007,17,Tuesday,PG-13,,2710445.0,bom,https://www.boxofficemojo.com/title/tt0338216/,"Deuce Three Productions, Di Novi Pictures, Lonely Film Productions, Village Roadshow Pictures, Warner Bros. Pictures",1,13,10017575.0,1,8,4152260.0
54,1977,tt1053859,The Grudge 3,The Grudge 3,20090512,en,90.0,Released,5000000.0,Mystery,Horror,The Grudge Collection,83,1.8186,5.442,650.0,"Stage 6 Films, Ghost House Pictures",0.148,0.6872,1.2051,20090512,2009-05-12,12,5,May,2009,19,Tuesday,R,,95706.0,bom,https://www.boxofficemojo.com/title/tt1053859/,"Ghost House Pictures, Stage 6 Films",1,8,9517.0,1,6,17640249.0
55,1979,tt0486576,Fantastic Four: Rise of the Silver Surfer,Fantastic Four: Rise of the Silver Surfer,20070613,en,92.0,Released,130000000.0,Science Fiction,Adventure,Fantastic Four Collection,79,5.4271,5.629,8295.0,"1492 Pictures, Bernd Eichinger Productions, 20th Century Fox, Constantin Film, Marvel Studios, Ingenious Film Partners",0.6234,4.19032,7.2598,20070613,2007-06-13,13,6,June,2007,23,Wednesday,PG,,58051684.0,bom,https://www.boxofficemojo.com/title/tt0486576/,"1492 Pictures, 20th Century Fox, Bernd Eichinger Productions, Constantin Film, Ingenious Film Partners, Marvel Studios",1,5,56061504.0,1,32,34531.0
56,1988,tt0829459,A Mighty Heart,A Mighty Heart,20070622,en,108.0,Released,16000000.0,Drama,Thriller,,83,1.5477,6.4,350.0,"Plan B Entertainment, Revolution Films, Paramount Vantage",0.6462,3.30196,8.4599,20070622,2007-06-22,22,6,June,2007,24,Friday,R,,3948863.0,bom,https://www.boxofficemojo.com/title/tt0829459/,"Paramount Vantage, Plan B Entertainment, Revolution Films",1,20,61138.0,1,38,9912110.0
57,1961,tt0489235,My Name Is Bruce,My Name Is Bruce,20071001,en,84.0,Released,1500000.0,Comedy,Horror,,83,0.357,5.795,356.0,"Dark Horse Entertainment, Image Entertainment",1.9813,0.90396,1.9813,20071001,2007-10-01,1,10,October,2007,39,Monday,R,,16432.0,bom,https://www.boxofficemojo.com/title/tt0489235/,"Dark Horse Entertainment, Image Entertainment",1,2,,1,73,151116516.0
58,1989,tt0765120,My Blueberry Nights,藍莓之夜,20071128,cn,95.0,Released,10000000.0,Drama,Romance,,80,1.3018,6.408,830.0,"Block 2 Pictures, StudioCanal, Jet Tone Production",2.72,3.37678,5.7261,20071128,2007-11-28,28,11,November,2007,47,Wednesday,PG-13,,74146.0,bom,https://www.boxofficemojo.com/title/tt0765120/,"Block 2 Pictures, Jet Tone Production, StudioCanal",1,18,105747.0,1,17,14328494.0
59,1990,tt0842929,Paranoid Park,Paranoid Park,20070712,en,84.0,Released,3000000.0,Drama,Crime,,83,0.8762,6.5,582.0,"MK2 Films, Meno Film Company",2.1198,0.5996600000000001,1.3139,20070712,2007-07-12,12,7,July,2007,27,Thursday,R,,29828.0,bom,https://www.boxofficemojo.com/title/tt0842929/,"MK2 Films, Meno Film Company",1,32,39242.0,0,0,
60,1991,tt1028528,Death Proof,Death Proof,20070522,en,113.0,Released,25000000.0,Action,Thriller,,83,5.2039,6.841,5511.0,"Dimension Films, Troublemaker Studios",5.6672,2.1703800000000006,4.9022,20070522,2007-05-22,22,5,May,2007,20,Tuesday,R,,,,,"Dimension Films, Troublemaker Studios",1,8,11596613.0,1,68,11596613.0
61,1992,tt1077258,Planet Terror,Planet Terror,20070406,en,105.0,Released,23000000.0,Horror,Action,,83,4.3185,6.684,3749.0,"Dimension Films, Troublemaker Studios, Rodriguez International Pictures",2.5885,2.8434,4.977,20070406,2007-04-06,6,4,April,2007,13,Friday,R,,,,,"Dimension Films, Rodriguez International Pictures, Troublemaker Studios",1,17,12500000.0,1,22,10005895.0
62,2009,tt1032846,"4 Months, 3 Weeks and 2 Days","4 luni, 3 săptămîni și 2 zile",20070824,ro,114.0,Released,852510.0,Drama,,,22,0.8425,7.538,798.0,"Saga Film, Mobra Films, CNC",0.8828,1.2154,2.4312,20070824,2007-08-24,24,8,August,2007,33,Friday,16,,51712.0,bom,https://www.boxofficemojo.com/title/tt1032846/,"CNC, Mobra Films, Saga Film",1,8,,1,2,20795.0
63,2001,tt0498399,We Own the Night,We Own the Night,20071012,en,118.0,Released,21000000.0,Drama,Crime,,83,3.4731,6.7,1469.0,"2929 Productions, Nick Wechsler Productions, Columbia Pictures",0.5566,5.882300000000001,12.768,20071012,2007-10-12,12,10,October,2007,40,Friday,R,,10826287.0,bom,https://www.boxofficemojo.com/title/tt0498399/,"2929 Productions, Columbia Pictures, Nick Wechsler Productions",1,3,57339.0,1,34,36269.0
64,2011,tt0808417,Persepolis,Persepolis,20070627,fr,95.0,Released,7300000.0,Animation,Drama,,80,1.486,7.886,2100.0,"Société des Producteurs de L'Angoa, Sony Pictures Classics, PROCIREP, Soficinéma, France 3 Cinéma, Diaphana Films, Sofica EuropaCorp, Celluloid Dreams, The Kennedy/Marshall Company, La Région Île-de-France, Fondation GAN pour le Cinéma, 2.4.7. Films, French Connection Animations, CNC",0.9918499999999999,0.84566,1.7116,20070627,2007-06-27,27,6,June,2007,25,Wednesday,PG-13,,88826.0,bom,https://www.boxofficemojo.com/title/tt0808417/,"2.4.7. Films, CNC, Celluloid Dreams, Diaphana Films, Fondation GAN pour le Cinéma, France 3 Cinéma, French Connection Animations, La Région Île-de-France, PROCIREP, Société des Producteurs de L'Angoa, Sofica EuropaCorp, Soficinéma, Sony Pictures Classics, The Kennedy/Marshall Company",0,0,,1,30,20488.0
65,2014,tt0880502,The Edge of Heaven,Auf der anderen Seite,20070927,de,122.0,Released,3800000.0,Drama,,,27,0.9395,7.224,348.0,"Filmstiftung Nordrhein-Westfalen, Anka Film, Dorje Film, FilmFörderung Hamburg, NDR, Kulturelle Filmförderung Schleswig-Holstein, nordmedia",1.2643,1.2967600000000001,2.5668,20070927,2007-09-27,27,9,September,2007,38,Thursday,18+,,14257.0,bom,https://www.boxofficemojo.com/title/tt0880502/,"Anka Film, Dorje Film, FilmFörderung Hamburg, Filmstiftung Nordrhein-Westfalen, Kulturelle Filmförderung Schleswig-Holstein, NDR, nordmedia",1,10,9161.0,1,7,143689.0
66,2012,tt0841925,Silent Light,Stellet Licht,20071002,de,136.0,Released,0.0,Drama,Romance,,0,0.577,6.8,122.0,"Mantarraya Producciones, No Dream Cinema, Bac Films, ARTE France Cinéma, Estudios Churubusco Azteca, Ticoman, World Cinema Fund, Nederlands Fonds voor de Film, Motel Films, Fondo para la Producción Cinematográfica de Calidad, Instituto Mexicano de Cinematografía, The Match Factory",1.6991,0.40234000000000003,1.0214,20071002,2007-10-02,2,10,October,2007,39,Tuesday,UNKNOWN,Unknown / not rated,11967.0,bom,https://www.boxofficemojo.com/title/tt0841925/,"ARTE France Cinéma, Bac Films, Estudios Churubusco Azteca, Fondo para la Producción Cinematográfica de Calidad, Instituto Mexicano de Cinematografía, Mantarraya Producciones, Motel Films, Nederlands Fonds voor de Film, No Dream Cinema, The Match Factory, Ticoman, World Cinema Fund",1,5,20351.0,0,0,
67,2013,tt0401383,The Diving Bell and the Butterfly,Le Scaphandre et le Papillon,20070523,fr,112.0,Released,14000020.0,Drama,History,,80,1.7892,7.577,1247.0,"Pathé Renn Productions, France 3 Cinéma, The Kennedy/Marshall Company",1.0123,1.07958,2.2325,20070523,2007-05-23,23,5,May,2007,20,Wednesday,PG-13,,75721.0,bom,https://www.boxofficemojo.com/title/tt0401383/,"France 3 Cinéma, Pathé Renn Productions, The Kennedy/Marshall Company",1,2,85230.0,1,43,7651511.0
68,2080,tt0458525,X-Men Origins: Wolverine,X-Men Origins: Wolverine,20090428,en,107.0,Released,150000000.0,Adventure,Action,The Wolverine Collection,80,0.7697,6.284,11088.0,"The Donners' Company, Seed Productions, 20th Century Fox, Marvel Entertainment, Dune Entertainment",0.8613,2.83818,4.678,20090428,2009-04-28,28,4,April,2009,17,Tuesday,PG-13,,85058003.0,bom,https://www.boxofficemojo.com/title/tt0458525/,"20th Century Fox, Dune Entertainment, Marvel Entertainment, Seed Productions, The Donners' Company",1,5,1670000.0,1,38,14800723.0
69,2062,tt0382932,Ratatouille,Ratatouille,20070628,en,111.0,Released,150000000.0,Animation,Comedy,,54,15.0428,7.836,18216.0,Pixar,1.3455,1.84972,2.3368,20070628,2007-06-28,28,6,June,2007,25,Thursday,G,,47027395.0,bom,https://www.boxofficemojo.com/title/tt0382932/,Pixar,1,5,70467623.0,1,27,13516.0
70,2015,tt0817225,Secret Sunshine,밀양,20070523,ko,143.0,Released,2900000.0,Drama,,,78,1.3788,7.226,226.0,"Cinema Service, Pinehouse Film, CJ Entertainment",0.4822,1.05508,2.4047,20070523,2007-05-23,23,5,May,2007,20,Wednesday,NR,,,,,"CJ Entertainment, Cinema Service, Pinehouse Film",1,3,,1,10,17530124.0
71,2239,tt0466816,Hallam Foe,Hallam Foe,20070830,en,95.0,Released,8000000.0,Drama,Comedy,,22,3.2331,6.645,183.0,"Film4 Productions, Ingenious Film Partners, Scottish Screen, Sigma Films",2.8995,2.22562,3.617,20070830,2007-08-30,30,8,August,2007,34,Thursday,16,,13490.0,bom,https://www.boxofficemojo.com/title/tt0466816/,"Film4 Productions, Ingenious Film Partners, Scottish Screen, Sigma Films",1,9,36272.0,1,10,10245190.0
72,2196,tt0795368,Death at a Funeral,Death at a Funeral,20070817,en,91.0,Released,9000000.0,Comedy,Drama,,83,1.6487,6.913,1889.0,"Target Media Entertainment, VIP Medienfonds 2, VIP 1 Medienfonds, Parabolic Pictures, Sidney Kimmel Entertainment, Metro-Goldwyn-Mayer, Mandate International, Stable Way Entertainment",1.226,2.48688,5.0302,20070817,2007-08-17,17,8,August,2007,32,Friday,R,,1282973.0,bom,https://www.boxofficemojo.com/title/tt0795368/,"Mandate International, Metro-Goldwyn-Mayer, Parabolic Pictures, Sidney Kimmel Entertainment, Stable Way Entertainment, Target Media Entertainment, VIP 1 Medienfonds, VIP Medienfonds 2",1,11,21406781.0,1,13,11596613.0
73,2252,tt0765443,Eastern Promises,Eastern Promises,20070914,en,100.0,Released,51500000.0,Thriller,Crime,,83,2.3706,7.346,3629.0,"Focus Features, BBC Film, Kudos, Serendipity Point Films, Scion Films, Corus Entertainment, Shine Pictures, Astral Media, Téléfilm Canada",1.8729,2.58666,3.738,20070914,2007-09-14,14,9,September,2007,36,Friday,R,,547092.0,bom,https://www.boxofficemojo.com/title/tt0765443/,"Astral Media, BBC Film, Corus Entertainment, Focus Features, Kudos, Scion Films, Serendipity Point Films, Shine Pictures, Téléfilm Canada",1,32,364000.0,1,51,364000.0
74,2082,tt0373883,Halloween,Halloween,20070831,en,110.0,Released,15000000.0,Horror,,Halloween (Rob Zombie Series) Collection,83,4.3334,6.22,2508.0,"Dimension Films, Nightfall Productions, Spectacle Entertainment Group, Trancas International Films",1.6452,1.5585600000000002,2.3141,20070831,2007-08-31,31,8,August,2007,34,Friday,R,,26362367.0,bom,https://www.boxofficemojo.com/title/tt0373883/,"Dimension Films, Nightfall Productions, Spectacle Entertainment Group, Trancas International Films",1,2,7067335.0,1,121,22823.0
75,2253,tt0985699,Valkyrie,Valkyrie,20081225,en,121.0,Released,75000000.0,Drama,Thriller,,80,3.9638,6.95,3990.0,"Bad Hat Harry Productions, Achte Babelsberg Film, United Artists",1.3505,6.109579999999999,19.4778,20081225,2008-12-25,25,12,December,2008,51,Thursday,PG-13,,21027007.0,bom,https://www.boxofficemojo.com/title/tt0985699/,"Achte Babelsberg Film, Bad Hat Harry Productions, United Artists",1,7,52535096.0,1,49,25812796.0
76,2267,tt0768212,The Last Mimzy,The Last Mimzy,20070209,en,94.0,Released,0.0,Drama,Science Fiction,,79,1.1928,6.335,478.0,"New Line Cinema, Michael Phillips Productions",0.82,1.6519000000000001,2.6726,20070209,2007-02-09,9,2,February,2007,5,Friday,PG,,10200000.0,bom,https://www.boxofficemojo.com/title/tt0768212/,"Michael Phillips Productions, New Line Cinema",1,5,596131.0,1,32,125523.0
77,2268,tt0385752,The Golden Compass,The Golden Compass,20071204,en,113.0,Released,180000000.0,Adventure,Fantasy,,80,3.6208,6.08,4763.0,"Depth of Field, New Line Cinema, Scholastic Productions, Ingenious Media",0.6277,3.7495200000000004,6.522,20071204,2007-12-04,4,12,December,2007,48,Tuesday,PG-13,,26125000.0,bom,https://www.boxofficemojo.com/title/tt0385752/,"Depth of Field, Ingenious Media, New Line Cinema, Scholastic Productions",1,2,8557630.0,1,62,81035.0
78,2270,tt0486655,Stardust,Stardust,20070810,en,127.0,Released,70000000.0,Adventure,Fantasy,,80,5.9459,7.284,4346.0,"Paramount Pictures, Marv, Vaughn Productions, di Bonaventura Pictures, Ingenious Media",0.8929,3.00556,4.4306,20070810,2007-08-10,10,8,August,2007,31,Friday,PG-13,,9169779.0,bom,https://www.boxofficemojo.com/title/tt0486655/,"Ingenious Media, Marv, Paramount Pictures, Vaughn Productions, di Bonaventura Pictures",1,1,81706.0,1,6,119276.0
79,2274,tt0484562,The Seeker: The Dark Is Rising,The Seeker: The Dark Is Rising,20071005,en,99.0,Released,45000000.0,Adventure,Drama,,79,0.7087,5.4,435.0,"Marc Platt Productions, Walden Media, 20th Century Fox",0.7728,2.9823399999999998,4.2006,20071005,2007-10-05,5,10,October,2007,39,Friday,PG,,3745315.0,bom,https://www.boxofficemojo.com/title/tt0484562/,"20th Century Fox, Marc Platt Productions, Walden Media",1,3,,1,6,
80,2310,tt0442933,Beowulf,Beowulf,20071105,en,115.0,Released,70000000.0,Adventure,Action,,80,4.4191,5.906,2994.0,"Shangri-La Entertainment, ImageMovers",1.9937,4.65142,8.4599,20071105,2007-11-05,5,11,November,2007,44,Monday,PG-13,,27515871.0,bom,https://www.boxofficemojo.com/title/tt0442933/,"ImageMovers, Shangri-La Entertainment",1,20,28883406.0,1,62,930469.0
81,2309,tt0494238,Inkheart,Inkheart,20081211,en,106.0,Released,60000000.0,Adventure,Family,,79,5.1936,6.292,2206.0,"New Line Cinema, Internationale Filmproduktion Blackbird Erste",0.4143,3.15668,5.2581,20081211,2008-12-11,11,12,December,2008,49,Thursday,PG,,7601379.0,bom,https://www.boxofficemojo.com/title/tt0494238/,"Internationale Filmproduktion Blackbird Erste, New Line Cinema",1,5,16057945.0,1,41,21018141.0
82,2312,tt0460780,In the Name of the King: A Dungeon Siege Tale,In the Name of the King: A Dungeon Siege Tale,20071129,en,127.0,Released,60000000.0,Adventure,Fantasy,In the Name of the King Collection,80,3.074,4.758,902.0,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions",1.1898,8.963799999999999,35.7861,20071129,2007-11-29,29,11,November,2007,47,Thursday,PG-13,,3265000.0,bom,https://www.boxofficemojo.com/title/tt0460780/,"Boll Kino Beteiligungs GmbH & Co. KG, Brightlight Pictures, Herold Productions",1,14,79353.0,1,20,9820089.0
83,2325,tt0432314,Leningrad,Leningrad,20090101,en,120.0,Released,0.0,War,Drama,,80,0.908,5.452,94.0,"KoBura Film, Ministerstvo kultury Rossiyskoy Federatsii, Studiya dokumental'nykh fil'mov Sankt-Peterburga, Channel One, Non-Stop Productions",2.9286,1.33134,2.3592,20090101,2009-01-01,1,1,January,2009,0,Thursday,PG-13,,,,,"Channel One, KoBura Film, Ministerstvo kultury Rossiyskoy Federatsii, Non-Stop Productions, Studiya dokumental'nykh fil'mov Sankt-Peterburga",1,3,,1,76,204558.0
84,2284,tt0457419,Mr. Magorium's Wonder Emporium,Mr. Magorium's Wonder Emporium,20071116,en,93.0,Released,65000000.0,Family,Fantasy,,54,1.5685,6.248,1295.0,"Ontario Media Development Corporation, Mandate Pictures, Walden Media, FilmColony, Gang of Two Productions",0.7099,3.03694,5.7261,20071116,2007-11-16,16,11,November,2007,45,Friday,G,,9630085.0,bom,https://www.boxofficemojo.com/title/tt0457419/,"FilmColony, Gang of Two Productions, Mandate Pictures, Ontario Media Development Corporation, Walden Media",0,0,,1,95,28125.0
85,2335,tt0804540,Taxi 4,Taxi 4,20070210,fr,91.0,Released,17500000.0,Action,Comedy,Taxi Collection,8,1.7788,5.6,1315.0,"EuropaCorp, ARP Sélection, TF1 Films Production, Apipoulaï Prod",1.0837,1.0630199999999999,2.2144,20070210,2007-02-10,10,2,February,2007,5,Saturday,12,,33342703.0,bom,https://www.boxofficemojo.com/title/tt0804540/,"ARP Sélection, Apipoulaï Prod, EuropaCorp, TF1 Films Production",1,11,323428.0,1,26,10996.0
